image_name,tags
test_14710,cultivation primary habitation clear road agriculture
test_14711,primary clear
test_14712,primary clear
test_14713,primary habitation clear road partly_cloudy agriculture water
test_14714,primary clear agriculture water
test_14715,primary clear
test_14716,haze primary
test_14717,primary partly_cloudy
test_14718,haze primary habitation clear road agriculture water
test_14719,cultivation primary habitation clear agriculture water
test_14720,primary partly_cloudy
test_14721,primary clear
test_14722,primary road partly_cloudy agriculture water
test_14723,primary habitation clear road agriculture
test_14724,cultivation primary clear agriculture
test_14725,primary clear
test_14726,cultivation primary clear road agriculture water
test_14727,primary habitation clear road agriculture water
test_14728,cultivation primary clear agriculture water
test_14729,primary partly_cloudy agriculture water
test_14730,primary partly_cloudy
test_14731,haze primary
test_14732,primary partly_cloudy
test_14733,primary clear
test_14734,primary habitation road partly_cloudy agriculture
test_14735,primary clear
test_14736,primary clear
test_14737,primary clear
test_14738,primary partly_cloudy agriculture water
test_14739,primary habitation clear road agriculture
test_14740,cultivation haze primary clear road agriculture water
test_14741,primary clear road agriculture
test_14742,cultivation primary clear agriculture
test_14743,haze primary road agriculture water
test_14744,primary partly_cloudy
test_14745,primary clear agriculture water
test_14746,primary clear
test_14747,bare_ground primary clear road agriculture
test_14748,primary clear
test_14749,primary habitation clear road agriculture water
test_14750,primary clear
test_14751,primary partly_cloudy
test_14752,primary clear road partly_cloudy agriculture
test_14753,primary clear
test_14754,primary clear road agriculture
test_14755,cultivation primary clear agriculture
test_14756,haze primary cloudy
test_14757,primary clear
test_14758,primary partly_cloudy
test_14759,cloudy
test_14760,primary clear agriculture water
test_14761,cultivation primary road partly_cloudy agriculture water
test_14762,primary clear road water
test_14763,primary clear
test_14764,cultivation primary clear agriculture
test_14765,primary partly_cloudy
test_14766,primary clear
test_14767,primary clear
test_14768,cultivation primary clear agriculture
test_14769,primary road partly_cloudy agriculture water
test_14770,primary partly_cloudy cloudy
test_14771,cultivation primary clear agriculture
test_14772,primary clear agriculture
test_14773,cultivation primary habitation clear road agriculture
test_14774,cultivation primary clear agriculture
test_14775,primary clear
test_14776,primary clear
test_14777,haze primary cloudy
test_14778,cultivation primary clear agriculture water
test_14779,haze primary
test_14780,primary clear road water
test_14781,primary clear partly_cloudy
test_14782,haze primary
test_14783,primary clear water
test_14784,primary partly_cloudy cloudy
test_14785,bare_ground primary clear road agriculture water
test_14786,haze primary road agriculture water
test_14787,primary clear
test_14788,primary clear
test_14789,primary habitation clear road agriculture
test_14790,cultivation primary clear agriculture
test_14791,primary clear road agriculture water
test_14792,primary clear road partly_cloudy agriculture water
test_14793,cultivation primary habitation road partly_cloudy agriculture
test_14794,primary clear
test_14795,primary clear
test_14796,primary clear
test_14797,cultivation primary road partly_cloudy agriculture
test_14798,primary road partly_cloudy agriculture
test_14799,primary partly_cloudy cloudy
test_14800,cloudy
test_14801,primary clear
test_14802,primary clear agriculture
test_14803,primary clear
test_14804,primary clear
test_14805,primary clear
test_14806,cloudy
test_14807,cloudy
test_14808,primary habitation clear road agriculture water
test_14809,primary clear
test_14810,primary clear agriculture water
test_14811,primary clear
test_14812,cultivation primary clear agriculture water
test_14813,primary clear
test_14814,primary partly_cloudy agriculture water
test_14815,primary clear
test_14816,primary clear
test_14817,primary clear
test_14818,primary clear
test_14819,primary partly_cloudy
test_14820,primary clear
test_14821,primary clear
test_14822,haze primary cloudy
test_14823,primary clear
test_14824,haze primary cloudy
test_14825,primary clear
test_14826,primary clear road agriculture water
test_14827,primary clear road agriculture water
test_14828,primary habitation clear road agriculture water
test_14829,primary clear
test_14830,haze primary cloudy
test_14831,primary clear
test_14832,primary clear
test_14833,cultivation primary clear agriculture water
test_14834,primary clear
test_14835,haze primary water cloudy
test_14836,haze primary
test_14837,haze primary clear
test_14838,cultivation primary habitation clear road agriculture water
test_14839,primary partly_cloudy
test_14840,primary partly_cloudy agriculture water
test_14841,cultivation primary partly_cloudy agriculture
test_14842,clear water cloudy
test_14843,cultivation primary habitation clear road partly_cloudy agriculture
test_14844,cultivation primary clear agriculture
test_14845,primary clear
test_14846,primary clear
test_14847,primary partly_cloudy
test_14848,primary clear
test_14849,primary clear
test_14850,haze primary road agriculture water
test_14851,haze primary
test_14852,artisinal_mine primary habitation clear road agriculture water
test_14853,primary partly_cloudy
test_14854,cultivation primary habitation clear road agriculture
test_14855,primary clear
test_14856,primary habitation clear road agriculture
test_14857,haze primary partly_cloudy agriculture water
test_14858,primary clear
test_14859,cultivation primary road partly_cloudy agriculture
test_14860,haze primary partly_cloudy cloudy
test_14861,primary clear
test_14862,primary partly_cloudy agriculture water
test_14863,cultivation primary habitation clear road agriculture water
test_14864,primary clear road agriculture water
test_14865,primary clear
test_14866,primary clear agriculture water
test_14867,haze primary
test_14868,cultivation primary habitation clear road agriculture water
test_14869,primary clear partly_cloudy
test_14870,primary clear agriculture water
test_14871,cultivation primary clear agriculture
test_14872,primary clear
test_14873,cultivation primary habitation clear road agriculture water
test_14874,primary clear
test_14875,primary clear road agriculture water
test_14876,primary clear
test_14877,cultivation primary road partly_cloudy agriculture
test_14878,primary partly_cloudy
test_14879,cultivation primary habitation clear road agriculture water
test_14880,cultivation primary clear agriculture
test_14881,primary partly_cloudy
test_14882,haze primary cloudy
test_14883,primary road partly_cloudy agriculture
test_14884,haze primary
test_14885,primary clear
test_14886,clear water cloudy
test_14887,cultivation primary habitation clear road agriculture water
test_14888,primary partly_cloudy
test_14889,primary clear
test_14890,primary clear
test_14891,primary clear
test_14892,primary clear
test_14893,primary clear
test_14894,haze primary
test_14895,primary clear
test_14896,cultivation primary partly_cloudy agriculture
test_14897,primary partly_cloudy
test_14898,primary partly_cloudy
test_14899,primary partly_cloudy
test_14900,primary clear
test_14901,primary habitation clear road agriculture
test_14902,cultivation primary habitation clear road agriculture
test_14903,primary road partly_cloudy agriculture water
test_14904,primary clear
test_14905,primary clear water
test_14906,primary clear
test_14907,primary clear
test_14908,cultivation primary habitation clear road partly_cloudy agriculture
test_14909,primary clear
test_14910,primary clear
test_14911,primary clear
test_14912,primary clear road agriculture water
test_14913,primary clear road agriculture water
test_14914,primary partly_cloudy
test_14915,primary clear
test_14916,primary partly_cloudy
test_14917,primary clear water
test_14918,primary clear road agriculture water
test_14919,haze primary
test_14920,cultivation primary habitation clear road agriculture
test_14921,primary clear
test_14922,primary clear
